checking_account,duration,credit_history,purpose,credit_amount,savings_account,employment,installment_rate,personal_status,other_debtors,residence_since,property,age,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target
3,25,0,4,9086,4,0,3,3,2,3,0,61,0,1,2,3,1,0,1,1
1,37,1,0,7420,2,2,1,0,2,1,2,54,1,1,1,3,1,1,1,2
1,35,1,6,17910,3,3,2,4,0,3,2,61,2,1,1,1,1,0,0,1
2,6,3,8,17226,3,0,1,4,2,3,0,60,0,2,3,0,1,0,0,1
3,56,4,10,15169,4,1,2,4,1,2,2,74,2,2,3,1,1,0,1,1
3,43,4,3,13585,3,1,3,4,1,3,2,68,0,1,2,0,1,0,1,1
1,29,0,9,10158,0,1,2,4,0,3,1,51,2,0,3,2,1,0,0,1
2,41,0,9,6624,0,4,1,3,2,1,2,68,1,1,2,0,1,0,0,2
0,54,0,10,3291,2,1,3,0,2,3,1,21,0,2,2,3,1,0,1,1
3,5,2,4,17916,2,1,3,2,1,3,1,59,0,0,2,2,1,1,1,1
2,47,0,9,7274,3,0,2,1,0,1,0,48,0,2,3,1,1,1,1,1
2,62,1,6,8074,2,0,1,1,2,2,1,72,2,1,1,3,1,0,1,1
3,53,4,0,2826,2,0,2,4,2,2,3,47,1,2,2,3,1,0,0,1
2,46,4,2,5301,4,2,3,4,1,3,3,29,2,2,1,1,1,1,0,2
0,10,4,7,11831,1,2,2,2,1,3,2,59,0,2,3,0,1,1,0,1
1,54,1,1,8030,2,2,1,3,0,2,2,72,2,2,2,1,1,1,0,2
0,55,3,4,10942,2,4,1,0,0,1,2,19,2,0,1,2,1,0,0,1
2,37,3,8,4110,2,2,3,1,2,1,1,22,0,1,2,3,1,1,0,1
0,43,0,1,1747,4,0,2,4,1,1,1,56,1,0,2,1,1,1,0,1
0,46,2,5,16412,4,1,3,2,0,2,2,50,2,0,1,2,1,0,1,1
2,12,2,2,8134,2,1,2,2,2,3,3,49,0,0,3,1,1,1,0,1
2,21,1,5,6841,2,4,1,2,0,1,1,24,0,2,2,0,1,0,1,2
2,57,3,2,5471,2,1,2,1,0,3,2,51,2,1,1,1,1,0,0,2
3,70,3,10,12257,0,0,3,4,0,2,1,50,1,2,2,0,1,1,0,2
3,22,2,0,10526,2,3,2,3,1,1,1,66,0,0,2,1,1,1,1,2
0,31,3,10,7350,1,2,2,3,1,1,1,40,2,0,2,1,1,1,1,1
3,66,3,8,17239,0,0,2,1,0,1,0,38,2,2,1,1,1,0,1,1
2,15,2,9,16706,0,3,2,3,1,3,1,23,0,2,3,3,1,0,0,1
2,21,1,9,3873,2,1,1,4,1,1,2,50,0,2,2,1,1,1,0,2
0,7,3,2,11973,0,4,1,3,1,3,2,55,0,0,2,2,1,1,0,1
2,19,3,10,17922,3,4,1,2,1,2,3,34,2,1,3,2,1,1,1,1
2,47,4,6,9160,2,1,3,1,2,1,0,59,0,0,2,2,1,1,0,1
2,27,0,10,800,1,2,2,2,2,1,3,71,2,2,1,1,1,1,0,1
0,70,2,9,2661,3,2,3,1,0,2,3,28,1,0,2,3,1,0,0,2
2,64,4,6,12435,2,3,1,3,2,2,1,51,1,2,2,0,1,0,1,1
3,64,2,4,16709,3,0,1,0,1,3,1,57,2,0,1,1,1,0,1,1
2,53,4,1,2593,3,1,3,0,0,2,1,20,2,0,1,3,1,0,1,2
0,51,0,1,10229,0,0,3,3,1,1,2,29,0,2,1,1,1,0,1,1
3,38,0,4,9317,1,3,2,1,2,1,3,41,0,1,3,2,1,1,1,1
3,71,3,8,5452,2,0,1,2,2,2,2,26,0,1,1,0,1,0,1,1
0,10,1,5,11778,4,2,3,2,1,2,2,38,2,1,2,2,1,1,0,1
3,53,2,5,16272,0,3,1,2,0,3,2,27,1,0,3,3,1,0,1,1
1,13,2,2,4616,0,4,2,3,0,3,0,69,0,2,2,2,1,1,0,1
2,27,2,6,1243,4,1,2,1,0,2,2,52,0,1,1,2,1,1,0,1
1,21,4,7,6801,4,0,3,3,2,2,0,37,1,0,3,3,1,0,0,1
3,44,0,10,5981,0,3,1,1,1,3,3,62,2,1,2,1,1,0,0,1
3,57,3,8,13521,2,0,1,1,1,1,3,20,1,0,1,1,1,0,1,2
3,9,4,6,10047,3,0,1,2,2,2,2,52,2,0,2,0,1,1,1,1
3,44,3,10,576,0,4,1,4,2,1,1,57,2,1,1,2,1,1,1,1
3,19,1,4,6451,1,4,2,1,2,2,2,64,2,0,2,2,1,1,1,1
0,9,0,10,13665,1,3,3,2,0,3,2,31,1,0,1,3,1,1,0,1
1,32,3,4,8950,3,4,1,0,1,1,2,52,2,1,3,2,1,0,1,2
2,43,2,1,10522,1,0,2,0,2,1,2,61,2,1,3,0,1,1,1,1
2,17,0,4,5073,2,0,1,3,2,1,0,63,1,0,3,2,1,0,0,1
0,30,1,1,6078,1,1,1,3,0,1,0,28,1,2,3,3,1,1,1,1
0,68,4,1,2624,3,0,3,1,1,1,1,73,2,2,1,0,1,1,1,2
2,27,1,9,1739,0,4,1,3,2,3,2,34,1,0,1,1,1,1,1,1
2,71,0,8,922,1,0,2,1,0,3,1,40,0,0,3,3,1,1,1,2
0,60,3,2,11645,1,2,3,1,1,2,2,29,2,1,2,1,1,1,1,1
0,29,0,9,3127,4,4,3,2,0,3,1,27,0,2,2,3,1,1,1,1
0,43,4,0,10721,4,3,1,1,2,3,3,33,2,0,3,2,1,0,0,2
2,52,4,3,17641,2,1,2,4,0,3,1,26,1,2,2,2,1,0,1,1
0,35,4,7,12974,0,2,3,2,0,3,3,60,1,0,3,2,1,1,0,1
2,31,4,3,10751,3,2,2,1,0,1,1,52,0,0,3,2,1,0,0,1
1,26,1,8,2382,2,3,1,2,0,2,1,40,1,2,1,3,1,0,1,1
1,13,1,9,9173,4,2,1,3,1,2,2,49,2,0,3,3,1,0,0,1
2,5,1,0,16514,1,1,3,1,0,2,1,52,0,0,1,1,1,1,1,1
2,26,2,0,7263,4,3,3,4,1,3,0,29,2,2,1,3,1,1,0,1
2,58,4,10,15327,4,4,1,2,1,1,1,35,2,1,3,2,1,1,0,1
3,19,3,5,13178,1,2,1,3,1,3,3,68,2,1,3,2,1,1,0,1
3,16,3,5,5118,3,0,1,4,2,3,0,19,1,2,1,1,1,1,0,2
3,26,4,5,2827,1,2,1,2,1,1,1,72,0,1,2,1,1,1,1,1
2,44,3,4,560,1,4,3,0,1,2,2,73,2,1,2,2,1,0,0,1
1,18,1,7,5289,1,4,3,3,2,3,2,33,1,0,2,1,1,1,1,1
0,18,2,6,6325,3,2,1,0,0,1,1,36,1,1,3,1,1,1,1,1
2,11,2,1,12220,1,0,3,2,2,1,0,30,2,0,1,3,1,0,0,1
0,26,0,6,10699,3,2,3,4,2,3,0,50,2,2,3,1,1,0,1,2
3,18,3,7,8992,2,4,2,2,0,1,1,30,0,1,1,2,1,1,0,2
3,60,3,1,13442,3,4,3,3,0,3,3,63,2,0,1,0,1,1,0,1
0,65,3,4,14304,4,0,1,2,1,3,0,40,1,2,2,0,1,0,1,2
3,29,2,8,13271,0,1,3,1,0,2,3,73,2,0,1,3,1,0,1,2
0,9,3,6,16622,4,2,1,1,1,2,2,66,1,0,2,0,1,1,1,2
2,9,4,1,6815,0,0,3,2,2,2,0,41,2,2,2,3,1,1,0,2
0,26,2,0,15276,2,4,2,0,1,2,1,52,2,2,2,3,1,1,0,1
1,35,2,6,7928,1,0,1,2,0,2,0,20,2,2,1,1,1,1,1,1
2,39,0,5,3611,3,3,3,2,0,2,3,22,2,1,3,3,1,1,1,1
2,24,3,10,2910,3,4,3,4,2,3,2,47,1,2,1,1,1,1,1,1
1,28,4,5,1919,4,3,2,0,0,3,1,45,0,0,1,3,1,0,0,2
3,23,3,10,17689,2,3,1,4,1,3,1,41,1,1,2,0,1,0,1,1
3,39,4,2,3342,4,1,1,2,2,1,2,24,1,0,3,1,1,1,0,1
0,51,4,4,15493,1,4,3,3,0,1,0,66,2,1,2,1,1,0,0,2
2,6,3,1,14549,1,2,1,2,1,3,1,41,1,0,3,3,1,1,0,1
2,36,2,6,8266,1,0,3,1,1,2,0,45,1,0,3,0,1,0,0,2
1,48,0,2,16927,2,1,2,4,0,2,2,41,0,1,3,3,1,0,1,1
2,49,0,5,16826,3,1,3,1,1,1,2,46,2,2,1,0,1,0,0,1
3,42,1,3,17139,4,2,3,0,1,1,1,55,1,1,3,1,1,0,1,1
3,39,2,2,9318,1,1,3,3,0,1,0,61,0,1,1,2,1,1,0,1
3,50,3,1,5692,1,2,1,3,2,2,1,49,0,1,3,0,1,1,1,1
2,29,2,5,1049,4,2,3,4,1,2,3,28,2,1,3,1,1,1,0,1
1,42,0,10,15586,2,1,1,2,0,2,0,67,0,0,1,3,1,0,0,1
3,25,1,2,16181,1,3,3,0,2,1,0,34,1,1,1,3,1,1,0,1
1,33,4,4,10036,4,1,1,0,2,1,0,19,1,2,3,0,1,0,1,2
2,12,4,2,1544,2,3,3,2,0,3,3,21,0,0,1,2,1,0,0,1
1,27,1,8,15265,4,1,1,1,0,2,0,62,0,1,3,2,1,0,1,1
1,13,4,4,5693,4,4,2,4,1,1,2,40,2,2,2,0,1,0,1,1
0,19,3,10,10257,4,1,2,0,1,2,3,20,1,1,2,2,1,0,0,2
3,32,4,2,12285,2,0,3,4,2,2,2,64,0,0,3,2,1,0,1,2
0,38,4,0,2912,3,0,1,1,1,2,1,36,0,1,1,2,1,0,0,2
0,68,3,6,1395,4,4,1,0,1,1,0,73,1,2,2,1,1,1,0,2
3,5,1,7,1695,1,4,2,1,0,3,0,68,2,0,3,1,1,1,0,1
2,65,3,10,17752,0,1,1,0,1,1,0,21,2,1,1,2,1,0,1,1
1,26,1,9,17719,1,3,3,2,2,3,3,57,0,2,1,2,1,0,1,1
2,53,1,9,8039,3,2,1,1,1,2,0,52,2,0,1,0,1,0,0,2
1,50,3,6,8020,2,0,3,2,1,2,0,28,2,1,2,0,1,1,0,1
0,70,2,3,7674,0,2,2,2,0,2,3,38,0,2,1,2,1,1,1,1
2,11,2,4,6647,2,3,3,0,2,2,1,46,0,1,1,3,1,0,0,2
0,69,1,1,10174,0,4,1,0,0,2,1,27,2,1,3,0,1,0,1,2
2,8,2,4,6752,2,4,1,0,0,2,2,59,1,0,2,0,1,0,1,2
3,63,0,4,11494,2,0,2,0,0,1,2,34,2,2,2,3,1,0,0,1
3,48,3,0,7165,3,1,1,0,2,2,3,71,0,1,2,2,1,0,1,1
1,36,2,2,11746,2,2,1,1,1,1,1,63,0,2,3,3,1,0,0,1
3,31,4,5,17496,2,0,1,2,2,1,2,54,0,1,2,3,1,1,1,1
2,10,2,4,4006,3,2,3,1,1,3,3,25,0,1,2,3,1,1,0,1
1,58,2,10,1394,3,0,3,1,1,1,1,20,1,1,3,0,1,1,1,1
0,53,0,5,9861,4,0,1,2,1,2,1,27,0,2,1,1,1,0,1,2
1,67,0,10,2422,1,0,1,2,0,1,3,46,2,2,2,0,1,0,0,1
2,53,1,7,4472,2,1,2,1,1,2,0,62,1,0,3,0,1,0,0,1
3,69,1,0,14661,1,3,2,1,2,2,0,27,2,2,2,3,1,0,1,2
0,64,1,2,7876,2,0,3,2,2,1,2,58,1,2,3,2,1,0,1,1
2,32,1,7,10276,0,4,1,0,1,3,3,21,0,0,3,0,1,0,0,1
3,51,3,5,14414,2,1,2,2,2,1,0,33,1,0,2,0,1,0,0,1
3,21,0,3,2595,0,0,1,4,2,2,3,52,0,2,3,0,1,0,0,1
1,58,1,5,8985,2,1,1,1,1,2,3,65,2,2,1,1,1,1,1,2
0,45,0,9,878,4,3,3,0,1,2,3,62,2,1,1,1,1,1,1,1
1,33,1,4,9359,4,0,2,3,0,2,1,48,0,1,3,1,1,1,0,1
3,46,3,0,4342,2,0,2,0,0,2,1,21,1,2,1,3,1,0,0,2
3,22,0,3,16880,0,4,1,0,2,1,2,35,1,0,2,0,1,0,0,1
2,46,1,10,5009,1,2,2,0,0,3,0,62,0,0,2,2,1,1,0,2
0,36,0,8,3903,0,1,2,4,1,1,3,23,0,2,2,1,1,1,1,1
0,25,4,9,509,3,3,3,4,2,2,2,58,2,0,3,1,1,1,1,2
1,70,3,10,2682,4,4,2,2,0,2,1,58,0,1,1,3,1,0,1,1
2,8,1,1,4193,2,1,1,3,2,2,2,61,1,1,2,3,1,1,0,1
0,55,0,3,4411,0,2,3,3,1,1,2,31,0,1,1,0,1,1,0,2
2,18,0,0,13724,0,0,1,3,0,3,2,32,1,0,1,1,1,1,0,2
2,19,2,0,16447,4,1,3,2,0,2,3,30,0,2,1,0,1,1,0,1
0,14,3,9,15861,1,2,2,4,2,1,3,41,1,2,3,1,1,0,1,1
0,10,2,10,17703,0,0,3,3,2,1,3,48,1,0,1,2,1,1,0,1
1,12,4,1,16642,0,4,2,0,2,2,2,25,1,1,3,1,1,1,1,2
2,60,1,7,8562,1,4,2,1,2,2,2,50,1,0,2,1,1,0,0,2
3,66,1,5,7365,3,1,2,4,0,2,1,32,0,0,2,1,1,0,1,1
1,43,2,0,12099,4,1,1,2,2,3,0,50,1,2,3,1,1,0,0,1
1,4,1,10,6079,1,0,1,1,0,3,1,35,2,1,3,1,1,1,0,1
3,62,4,9,11267,3,2,3,4,0,3,3,72,1,1,1,1,1,0,0,2
1,44,0,6,18497,0,0,3,3,2,3,0,36,0,2,3,2,1,1,1,1
1,39,2,7,3865,0,1,3,2,1,3,2,67,2,2,3,0,1,1,1,1
1,68,2,4,14290,0,2,1,2,1,3,0,28,2,2,3,0,1,0,1,2
0,31,0,8,17322,4,3,2,0,2,2,1,23,2,2,1,2,1,0,1,1
1,28,2,4,10056,2,2,2,1,0,2,0,29,2,1,2,2,1,1,0,1
2,57,2,10,6747,4,1,3,2,1,2,2,42,2,1,2,1,1,1,0,1
3,39,1,0,4899,0,3,2,4,2,1,3,69,2,0,2,0,1,0,0,1
2,52,0,1,3315,0,3,3,1,1,3,3,28,1,2,2,2,1,1,0,2
3,51,0,10,6113,4,3,3,0,1,2,2,62,0,0,2,1,1,0,0,1
2,61,0,3,13874,0,2,2,2,1,2,0,58,1,2,2,2,1,1,0,1
0,25,2,3,9655,0,4,2,4,2,3,2,38,0,2,2,0,1,1,1,1
1,8,0,8,4291,2,1,2,2,0,3,0,37,2,0,3,0,1,1,0,2
3,36,4,2,10143,3,4,3,1,2,3,1,72,1,2,3,2,1,0,0,1
0,48,1,5,15015,1,1,2,3,2,3,2,59,2,2,1,1,1,0,0,1
3,59,3,3,499,2,1,1,3,2,3,2,32,1,1,2,2,1,1,1,1
2,22,3,2,625,3,2,2,1,1,1,0,70,1,1,3,2,1,1,1,1
1,54,2,10,17759,2,2,2,4,1,1,3,41,2,2,2,1,1,1,1,2
3,60,4,2,13905,1,3,3,2,1,1,1,23,1,1,3,0,1,0,0,2
3,58,0,1,10754,0,1,3,0,0,3,3,64,1,0,1,0,1,1,0,2
0,58,1,7,16784,2,4,1,2,2,3,2,67,1,0,2,3,1,1,0,1
0,71,1,9,11002,4,1,2,4,1,3,2,43,2,2,3,0,1,0,1,1
2,48,0,1,9752,3,2,1,1,2,3,2,58,2,1,3,2,1,1,0,2
3,29,1,7,4109,4,4,2,2,0,3,3,32,0,0,2,3,1,0,0,1
0,33,1,5,15044,0,2,3,3,2,3,0,66,1,2,2,3,1,1,0,2
2,54,3,9,14211,0,3,3,3,1,3,2,39,1,0,2,1,1,1,0,1
0,20,1,1,5644,2,4,1,4,2,1,0,33,1,0,3,0,1,1,0,1
2,44,4,10,13705,0,4,1,0,0,2,1,47,0,1,2,3,1,0,1,1
2,42,3,6,13519,2,2,3,2,1,2,3,33,2,0,1,2,1,1,1,1
0,49,4,9,1986,4,2,2,2,1,2,3,53,2,1,1,1,1,1,0,1
2,32,0,3,3177,1,0,2,0,1,2,1,60,0,2,2,2,1,1,0,1
3,54,4,10,11108,2,2,3,3,0,1,1,41,0,2,3,0,1,0,1,1
3,8,3,6,11630,3,4,3,0,1,1,2,62,1,2,2,2,1,1,1,1
0,54,4,1,12262,0,2,3,2,0,1,1,43,0,0,3,2,1,0,1,2
0,59,1,10,7061,4,1,3,1,1,1,0,73,2,0,3,1,1,1,1,1
0,64,4,8,15499,1,0,3,0,0,3,1,33,2,2,2,1,1,1,0,2
1,66,2,3,8383,4,1,3,4,1,2,1,58,2,1,3,1,1,1,0,1
0,27,0,6,4011,3,1,3,1,1,3,2,48,1,2,2,0,1,1,0,1
3,7,2,4,2350,0,4,2,1,0,3,3,71,2,0,2,0,1,1,0,1
3,48,0,5,16266,3,2,1,4,2,3,2,31,0,2,3,3,1,1,0,2
3,10,4,10,13155,0,0,3,4,2,1,1,30,0,1,2,1,1,1,0,1
0,23,1,9,8672,2,0,3,0,0,2,2,67,0,2,2,0,1,1,1,2
0,51,1,2,4069,4,4,1,1,0,1,3,69,2,0,2,0,1,0,1,1
3,44,2,10,2011,4,4,2,3,2,1,1,60,1,1,3,1,1,0,1,2
1,45,2,4,3038,4,3,2,3,0,1,1,45,0,2,1,3,1,1,0,2
2,55,0,7,2177,2,0,2,4,2,1,0,41,0,1,1,1,1,0,0,2
3,15,4,8,9911,2,0,3,2,1,1,3,56,1,1,2,3,1,1,1,1
0,57,4,5,3859,1,0,2,0,1,3,3,60,0,0,1,1,1,0,1,2
0,43,3,5,2582,4,3,3,4,0,2,0,34,1,2,2,3,1,0,1,1
0,32,3,5,5410,2,3,3,0,1,2,1,19,1,0,2,3,1,1,1,2
0,35,2,9,13014,3,4,3,0,0,2,1,23,0,1,2,0,1,1,0,1
0,38,2,4,9309,1,0,2,3,1,3,3,38,0,2,1,0,1,0,1,1
3,41,2,3,3055,3,0,1,3,1,1,0,57,1,1,1,3,1,0,0,1
2,26,0,3,13914,1,4,3,0,0,2,0,43,1,1,2,3,1,1,0,2
3,19,0,2,9184,3,4,1,0,1,1,1,53,0,0,3,0,1,0,1,1
3,15,1,4,3657,0,3,1,2,1,2,2,45,1,1,3,2,1,0,0,1
3,27,2,1,12864,0,0,1,1,2,2,0,33,1,2,2,3,1,1,0,1
0,21,0,0,18365,1,0,1,3,0,3,2,60,0,0,1,3,1,1,0,2
1,39,0,7,10109,2,0,3,2,2,2,2,59,1,1,1,1,1,1,0,1
3,66,4,0,3197,3,3,2,2,2,1,3,72,0,1,2,3,1,1,0,1
0,11,1,6,5899,1,4,1,2,2,2,0,65,0,0,1,2,1,1,0,1
0,25,2,8,11188,0,3,1,1,2,3,0,40,0,2,3,3,1,1,0,1
2,7,2,7,18488,1,1,1,1,1,2,0,58,0,1,2,0,1,0,1,1
3,70,3,4,17203,2,3,3,3,2,2,3,38,0,0,3,2,1,0,0,2
3,51,3,2,17281,2,0,3,2,2,1,2,67,2,1,1,0,1,0,1,2
3,20,1,10,15443,3,4,1,2,1,1,2,53,0,2,2,1,1,1,0,1
0,32,4,9,10740,1,4,1,2,0,1,3,65,2,2,3,0,1,1,1,1
3,53,1,6,12073,3,3,2,1,1,1,2,34,2,1,1,1,1,0,0,1
3,69,4,0,13644,3,4,3,4,2,2,0,19,2,1,3,3,1,1,0,1
2,43,2,0,13307,3,2,1,2,2,3,2,26,2,2,2,2,1,0,0,1
3,22,0,3,11906,2,2,3,3,1,2,2,48,0,0,2,1,1,1,1,2
3,51,3,1,2699,4,1,1,4,0,2,0,72,1,0,2,1,1,0,1,1
1,50,0,9,16305,1,4,1,4,2,3,2,54,2,1,3,1,1,0,1,1
0,47,3,2,426,3,3,2,3,0,3,1,64,1,1,3,2,1,0,1,2
1,7,0,3,8023,0,0,1,3,0,2,0,45,0,1,1,1,1,0,1,1
0,52,1,10,8173,0,4,1,2,1,3,1,72,1,0,2,0,1,1,0,1
0,5,3,9,18427,4,0,1,3,2,1,1,71,2,2,3,2,1,0,0,1
0,65,4,2,1883,2,2,1,1,0,2,1,31,2,1,1,3,1,0,1,1
2,63,2,4,8933,3,0,3,3,1,2,1,67,1,2,2,1,1,1,1,2
2,42,0,5,6778,3,3,1,0,0,3,2,19,0,2,3,0,1,0,0,2
2,47,1,7,2033,3,2,1,4,1,2,1,52,0,2,1,0,1,1,1,1
2,8,4,10,4333,1,2,1,1,0,3,1,43,0,1,2,3,1,1,1,1
2,63,3,9,7952,0,3,1,3,1,1,3,35,1,1,2,3,1,1,0,1
2,22,0,10,16973,0,3,2,0,1,1,0,71,0,0,1,0,1,1,1,1
0,21,1,0,7334,4,1,3,0,0,3,1,56,1,1,1,0,1,0,1,1
3,52,1,2,16311,1,4,1,4,0,3,0,26,0,2,2,0,1,1,0,1
1,67,0,6,13641,2,2,3,4,2,3,3,26,0,1,1,1,1,1,1,1
0,37,4,0,15195,2,0,2,1,0,1,0,25,0,0,3,3,1,1,1,2
3,38,3,3,15830,0,0,1,0,0,1,3,36,0,0,2,0,1,1,1,2
2,41,0,1,13279,2,1,3,4,0,1,0,22,2,1,3,3,1,0,1,1
0,23,3,10,13635,0,3,1,4,2,2,1,33,2,1,2,0,1,0,1,1
0,44,2,0,3061,0,2,2,0,1,2,2,61,2,2,1,2,1,1,1,1
0,69,0,1,13336,0,1,2,3,0,3,3,67,1,2,2,1,1,1,1,1
1,30,2,2,1132,4,2,2,1,2,3,0,63,0,1,3,3,1,0,0,1
0,56,0,1,13707,2,4,1,3,0,3,0,46,2,1,2,1,1,0,0,1
2,56,1,6,12183,4,2,1,2,1,1,3,57,1,2,1,1,1,0,0,2
2,61,4,4,14064,2,0,3,0,0,1,1,71,2,0,1,0,1,0,0,1
3,53,3,10,11971,1,0,3,1,2,2,0,21,1,1,2,3,1,0,1,1
2,66,0,2,6978,3,2,1,2,2,2,2,69,1,1,3,1,1,1,1,1
2,52,4,5,6991,4,2,2,3,2,3,0,59,1,2,2,1,1,1,0,1
2,70,2,7,11129,2,4,3,0,0,1,3,40,0,2,1,2,1,1,0,1
0,52,4,6,8876,0,2,1,4,0,1,3,44,1,1,1,2,1,0,1,1
0,60,3,8,6465,1,3,2,3,2,1,3,43,2,1,2,2,1,1,0,2
2,64,1,2,9176,4,2,3,4,2,3,1,27,0,2,2,1,1,1,1,2
0,70,2,5,10042,2,1,3,4,0,3,0,31,0,1,1,0,1,1,0,2
0,44,2,8,4628,4,3,2,0,2,3,1,35,2,0,3,0,1,0,0,1
0,52,3,9,11897,2,3,3,0,2,2,1,19,1,0,1,0,1,0,0,1
3,69,1,6,5983,0,3,2,3,1,1,3,47,2,2,1,2,1,0,0,1
1,29,1,7,5136,4,0,1,0,1,3,2,45,1,1,2,2,1,1,1,1
2,12,1,9,7885,3,3,3,0,0,1,3,37,1,0,3,2,1,0,0,1
1,64,1,6,2134,3,1,1,2,0,1,3,28,2,2,2,3,1,1,0,2
0,46,0,10,11258,4,3,1,4,0,3,2,73,1,2,3,0,1,0,0,1
1,33,0,1,13634,0,3,2,3,0,2,0,56,0,1,1,3,1,1,0,1
0,52,4,3,17693,4,3,3,2,2,1,0,45,1,0,2,3,1,0,1,1
3,6,0,1,5425,1,4,3,0,1,2,0,59,0,2,1,2,1,0,1,1
0,36,4,0,10077,4,2,3,1,2,1,2,39,1,0,1,2,1,1,1,1
1,22,0,5,9439,0,0,2,3,0,1,0,31,2,1,2,0,1,1,1,1
3,23,3,2,13593,2,3,2,0,2,3,3,56,0,2,1,0,1,1,0,1
2,69,1,4,11653,3,3,2,2,0,1,0,62,2,1,1,0,1,0,0,1
1,41,2,4,14977,0,0,1,0,2,3,3,55,1,0,1,2,1,0,1,2
2,13,1,6,15774,0,0,2,1,0,2,2,50,0,0,3,1,1,0,1,1
3,28,2,10,2321,4,1,1,1,0,2,0,19,0,1,2,0,1,1,1,1
1,20,2,9,6729,0,4,1,3,0,3,0,54,2,2,2,0,1,0,0,1
2,65,2,4,12169,3,2,3,4,2,2,1,53,2,2,3,0,1,0,1,2
3,23,1,3,10173,4,4,3,0,0,1,1,42,2,0,2,2,1,1,1,1
2,28,2,8,9048,3,4,1,3,1,3,1,32,1,0,3,2,1,0,0,1
1,26,4,1,3410,2,2,1,3,1,2,2,73,1,2,2,2,1,0,0,1
0,15,2,5,10696,2,3,1,4,2,2,0,40,1,0,1,0,1,0,1,1
0,57,1,4,13765,3,1,1,4,1,2,0,34,1,0,1,0,1,1,0,1
3,43,0,2,951,2,0,3,0,0,2,2,58,0,1,1,0,1,0,1,1
2,33,1,6,11046,2,1,3,3,1,2,3,45,0,1,1,3,1,0,1,1
1,30,0,3,16788,0,2,3,2,0,3,1,50,2,0,1,2,1,0,0,2
1,49,0,2,10720,3,0,2,0,2,1,3,55,1,0,2,1,1,1,0,1
2,10,4,7,17638,3,1,1,1,2,2,1,39,0,0,3,0,1,1,1,1
2,67,0,1,6684,3,0,1,4,0,2,1,27,2,1,1,1,1,0,0,1
2,42,2,7,313,0,3,3,2,2,2,0,28,0,0,1,3,1,0,1,1
1,19,4,1,12697,3,4,3,1,0,1,1,71,1,0,3,0,1,0,0,1
2,40,4,4,4133,3,4,2,1,1,2,1,47,0,1,1,3,1,1,0,1
1,61,0,8,426,0,1,2,4,1,1,2,42,1,0,3,1,1,0,1,1
3,15,0,2,3538,4,2,3,1,0,2,0,36,1,0,2,0,1,0,1,2
0,39,1,8,17296,2,4,3,0,1,3,0,59,2,1,3,3,1,0,1,1
0,44,2,7,14508,2,2,1,2,0,2,1,70,2,0,2,2,1,1,1,2
1,59,4,9,5269,3,1,2,4,2,3,0,62,2,1,2,2,1,1,1,2
2,42,1,1,11164,2,1,1,0,2,2,0,48,0,1,1,0,1,1,1,1
2,54,0,7,6442,2,3,2,1,2,1,2,45,0,1,2,1,1,0,1,1
1,56,1,10,3486,1,2,2,2,1,2,3,67,2,1,3,2,1,0,0,1
3,64,4,8,18287,4,4,1,0,1,1,2,66,2,2,3,2,1,0,0,2
1,28,0,2,15104,4,4,1,3,1,3,0,40,0,0,1,0,1,0,1,1
0,51,1,9,6883,0,0,2,1,2,3,3,73,0,0,1,2,1,1,1,1
0,20,0,1,6700,3,3,2,0,1,2,2,65,1,0,1,3,1,1,1,1
3,61,0,6,15134,0,1,3,1,1,3,2,66,0,2,3,3,1,0,1,2
0,68,4,5,8660,1,2,1,4,1,1,0,22,0,2,1,0,1,1,1,1
3,24,0,5,7129,4,1,1,4,1,1,2,26,2,2,3,3,1,0,1,1
1,42,1,5,7318,0,1,3,2,1,1,0,35,1,1,2,2,1,1,0,1
0,59,4,0,8404,1,1,3,2,2,2,2,61,0,1,1,0,1,1,0,1
1,5,3,5,9765,1,0,3,4,1,1,0,23,1,1,3,0,1,0,0,2
2,51,0,10,981,3,3,3,0,2,2,3,23,1,0,3,3,1,1,1,2
1,59,2,4,9012,2,0,3,3,2,3,0,20,1,1,2,0,1,1,1,1
3,63,4,3,8279,2,1,2,3,1,2,2,29,2,1,3,0,1,0,0,1
2,17,2,10,5261,4,0,3,3,2,2,0,70,0,0,3,1,1,0,0,2
1,55,2,1,6735,2,0,2,1,0,1,2,59,1,2,2,2,1,1,0,1
2,57,2,5,7998,3,1,3,3,2,1,1,59,2,2,1,2,1,0,0,1
3,4,3,5,6930,0,4,2,3,0,3,3,35,1,0,3,2,1,0,0,1
1,51,0,5,16827,1,4,2,4,1,3,2,54,2,2,3,3,1,1,0,1
0,46,4,10,9895,4,1,3,0,0,1,1,62,1,0,3,3,1,1,1,2
1,69,4,4,9427,4,2,2,3,1,1,0,48,1,2,3,0,1,1,1,1
3,6,0,10,5048,3,4,1,4,1,3,2,66,2,2,2,0,1,0,0,1
0,69,4,0,16974,1,1,3,1,2,1,1,50,1,0,2,0,1,1,0,2
3,42,4,8,673,0,4,2,3,0,2,0,37,2,1,3,1,1,0,1,1
2,22,3,6,10289,4,0,3,0,2,3,2,54,2,0,3,1,1,1,1,2
2,30,1,2,3330,3,1,2,3,2,3,0,71,2,2,1,3,1,1,1,1
